Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
"Was wir jetzt aber auf jeden Fall unterstützen müssen , meine sehr verehrten Damen und Herren , und zwar noch intensiver , als das bisher schon der Fall gewesen ist , ist der politische Prozess unter der Führung der Vereinten Nationen .","[START] Was [END] [START] wir [END] jetzt aber auf [START] jeden Fall [END] unterstützen müssen , [START] meine sehr verehrten Damen [END] und [START] Herren [END] , und zwar noch intensiver , als das bisher schon [START] der Fall [END] gewesen ist , ist [START] der politische Prozess [END] unter [START] der Führung [END] [START] der Vereinten Nationen [END] .","['B', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O']","[0, 1, 0, 1, 1, 0, 0, 0, 1]",,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",
In der aktuellen Debatte gerät das ein wenig in den Hintergrund .,In [START] der aktuellen Debatte [END] gerät [START] das [END] [START] ein wenig [END] in [START] den Hintergrund [END] .,"['O', 'B', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist das , was wir seit Jahren und Monaten zusammen mit unseren internationalen Partnern gemacht haben , etwa indem wir das Büro der syrischen Opposition in Genf mit viel Geld unterstützt haben und damit auch die Verhandlungen , die jetzt geführt werden , erst möglich geworden sind .","[START] Das [END] ist [START] das [END] , [START] was [END] [START] wir [END] seit [START] Jahren [END] und [START] Monaten [END] zusammen mit [START] unseren internationalen Partnern [END] gemacht haben , etwa indem [START] wir [END] [START] das Büro [END] [START] der syrischen Opposition [END] in [START] Genf [END] mit [START] viel Geld [END] unterstützt haben und [START] damit auch die Verhandlungen [END] , [START] die [END] jetzt geführt werden , erst möglich geworden sind .","['B', 'O', 'B', 'O', 'B', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir unterstützen den Sondergesandten der Vereinten Nationen Pedersen politisch , finanziell und logistisch , weil wir davon überzeugt sind , dass seine Vorschläge und sein Weg , den er auch jetzt noch einmal beschrieben hat , der richtige ist .","[START] Wir [END] unterstützen [START] den Sondergesandten [END] [START] der Vereinten Nationen Pedersen [END] politisch , finanziell und logistisch , weil [START] wir [END] davon überzeugt sind , dass [START] seine Vorschläge [END] und [START] sein Weg [END] , [START] den [END] [START] er [END] auch jetzt noch einmal beschrieben hat , [START] der [END] richtige ist .","['B', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 0, 0, 0, 0]",,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Nur auf diesem Weg ist eine politische Lösung möglich , und nur eine politische Lösung kann dauerhaft Frieden in Syrien schaffen .","Nur auf [START] diesem Weg [END] ist [START] eine politische Lösung [END] möglich , und [START] nur eine politische Lösung [END] kann dauerhaft [START] Frieden [END] in [START] Syrien [END] schaffen .","['O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Mit der langersehnten Einigung auf die Einberufung eines Verfassungskomitees , in dem unterschiedliche gesellschaftliche Gruppen aus ganz Syrien vertreten sind , sind wir endlich einen Schritt vorangekommen , der uns die Möglichkeit gibt , diesen politischen Prozess zu eröffnen .","Mit [START] der langersehnten Einigung [END] auf [START] die Einberufung [END] [START] eines Verfassungskomitees [END] , in [START] dem [END] [START] unterschiedliche gesellschaftliche Gruppen [END] aus [START] ganz Syrien [END] vertreten sind , sind [START] wir [END] endlich [START] einen Schritt [END] vorangekommen , [START] der [END] [START] uns [END] [START] die Möglichkeit [END] gibt , [START] diesen politischen Prozess [END] zu eröffnen .","['O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die erste Sitzung dieses Verfassungskomitees soll bereits in wenigen Tagen stattfinden .,[START] Die erste Sitzung [END] [START] dieses Verfassungskomitees [END] soll bereits in [START] wenigen Tagen [END] stattfinden .,"['B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 1, 0]",,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
"Wenn das der Fall ist , wenn alle Beteiligten endlich an einem Tisch sitzen , dann ist das nichts anderes als die Eröffnung eines wirklichen politischen Prozesses zur Lösung des Syrien-Konfliktes .","Wenn [START] das [END] [START] der Fall [END] ist , wenn [START] alle Beteiligten [END] endlich an [START] einem Tisch [END] sitzen , dann ist [START] das [END] [START] nichts anderes [END] als die Eröffnung [START] eines wirklichen politischen Prozesses [END] zur [START] Lösung [END] [START] des Syrien-Konfliktes [END] .","['O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'B', 'I', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Meine Damen und Herren , ein herber Rückschlag ist allerdings die türkische Militäroperation gewesen , die in den vergangenen Tagen stattgefunden hat .","[START] Meine Damen [END] und [START] Herren [END] , [START] ein herber Rückschlag [END] ist allerdings [START] die türkische Militäroperation [END] gewesen , [START] die [END] in [START] den vergangenen Tagen [END] stattgefunden hat .","['B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[1, 1, 0, 0, 0, 0]",,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Und auch das sei hier in aller Deutlichkeit gesagt : Ausgelöst wurde sie durch eine Ankündigung der Vereinigten Staaten , ihre Soldaten aus dieser Region zurückzuziehen .","Und [START] auch das [END] sei hier in [START] aller Deutlichkeit [END] gesagt : Ausgelöst wurde [START] sie [END] durch [START] eine Ankündigung [END] [START] der Vereinigten Staaten [END] , [START] ihre Soldaten [END] aus [START] dieser Region [END] zurückzuziehen .","['O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 1, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",
"Herr Bundesminister , gestatten Sie eine Frage oder Bemerkung der Abgeordneten Hänsel ?","Herr [START] Bundesminister [END] , gestatten [START] Sie [END] [START] eine Frage [END] oder [START] Bemerkung [END] [START] der Abgeordneten Hänsel [END] ?","['O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O']","[1, 0, 0, 0, 1]",,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",
Gerne .,Gerne .,"['O', 'O']",[],,"[0, 0]",
"Danke , Herr Außenminister , für die Fragemöglichkeit .","Danke , [START] Herr Außenminister [END] , für [START] die Fragemöglichkeit [END] .","['O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O']","[1, 0]",,"[0, 0, 1, 1, 0, 0, 0, 0, 0]",
– Sie haben ja gerade den Verfassungskonvent erwähnt .,– [START] Sie [END] haben ja gerade [START] den Verfassungskonvent [END] erwähnt .,"['O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich glaube , es ist wirklich die wichtigste politische Initiative im Rahmen der Vereinten Nationen .","[START] Ich [END] glaube , [START] es [END] ist wirklich [START] die wichtigste politische Initiative [END] im [START] Rahmen [END] [START] der Vereinten Nationen [END] .","['B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'B', 'I', 'I', 'O']","[1, 0, 1, 0, 1]",,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0]",
"Sie sagten , aus ganz Syrien sind dort Gruppen vertreten .","[START] Sie [END] sagten , aus [START] ganz Syrien [END] sind dort [START] Gruppen [END] vertreten .","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O']","[0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
"Aber das Problem ist , dass die Kurden und Kurdinnen nicht am Tisch sitzen .","Aber [START] das Problem [END] ist , dass [START] die Kurden [END] und [START] Kurdinnen [END] nicht am [START] Tisch [END] sitzen .","['O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O']","[0, 1, 1, 0]",,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",
Meine Frage : Was können Sie dagegen tun ?,[START] Meine Frage [END] : [START] Was [END] können [START] Sie [END] dagegen tun ?,"['B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das wäre ja das Wichtigste ; denn das sind genau die Regionen , um die es jetzt entscheidend geht .","[START] Das [END] wäre ja [START] das Wichtigste [END] ; denn [START] das [END] sind genau [START] die Regionen [END] , um [START] die [END] es jetzt entscheidend geht .","['B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
Auch die aufgebaute kurdische Selbstverwaltung muss als ein Modell im Rahmen dieses Verfassungskonvents diskutiert werden .,[START] Auch die aufgebaute kurdische Selbstverwaltung [END] muss als [START] ein Modell [END] im [START] Rahmen [END] [START] dieses Verfassungskonvents [END] diskutiert werden .,"['B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"In welcher Weise setzen Sie sich , auch gegen das Veto der Türkei , dafür ein , dass die Kurden und Kurdinnen hier an den Verhandlungstisch kommen ?","In [START] welcher Weise [END] setzen [START] Sie [END] [START] sich [END] , auch gegen [START] das Veto [END] [START] der Türkei [END] , dafür ein , dass [START] die Kurden [END] und [START] Kurdinnen [END] hier an [START] den Verhandlungstisch [END] kommen ?","['O', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 1, 1, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
"Sehr geehrte Frau Abgeordnete , ich setze mich zum Beispiel dadurch dafür ein , dass ich unmittelbar nach der Debatte mit dem Sondergesandten der Vereinten Nationen , Herrn Pedersen , telefoniere , um genau diese Fragen aufzuwerfen : Was haben die Ergebnisse der Verhandlung in Sotschi und auch die Veränderung durch die Militäroffensive der Türkei in Nordostsyrien in dem Zusammenhang bewirkt ?","[START] Sehr geehrte Frau Abgeordnete [END] , [START] ich [END] setze [START] mich [END] zum [START] Beispiel [END] dadurch dafür ein , dass [START] ich [END] unmittelbar nach [START] der Debatte [END] mit [START] dem Sondergesandten [END] [START] der Vereinten Nationen [END] , [START] Herrn Pedersen [END] , telefoniere , um genau [START] diese Fragen [END] aufzuwerfen : [START] Was [END] haben [START] die Ergebnisse [END] [START] der Verhandlung [END] in [START] Sotschi [END] und [START] auch die Veränderung [END] durch [START] die Militäroffensive [END] [START] der Türkei [END] in [START] Nordostsyrien [END] in [START] dem Zusammenhang [END] bewirkt ?","['B', 'I', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
Inwiefern kann die Frage von über 160 0 Flüchtlingen im Verfassungskonvent eine Rolle spielen ?,Inwiefern kann [START] die Frage [END] von [START] über 160 0 Flüchtlingen [END] im [START] Verfassungskonvent [END] [START] eine Rolle [END] spielen ?,"['O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
"Dass es überhaupt diesen Verfassungskonvent gibt und dass es eine Einigung auf eine Liste von Namen gibt , über die mehrere Monate gestritten worden ist , ist dennoch ein Erfolg .","Dass es überhaupt [START] diesen Verfassungskonvent [END] gibt und dass es [START] eine Einigung [END] auf [START] eine Liste [END] von [START] Namen [END] gibt , über die [START] mehrere Monate [END] gestritten worden ist , ist dennoch [START] ein Erfolg [END] .","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich würde dafür plädieren , dass die Sitzung , die am 28./29. Oktober stattfinden soll , stattfinden wird , und zwar in der Besetzung , auf die man sich verständigt hat , dass man das Fass nicht noch einmal aufmacht , aber dort die Kurdenfrage mit auf den Tisch legt .","[START] Ich [END] würde dafür plädieren , dass [START] die Sitzung [END] , [START] die [END] am [START] 28./29. Oktober [END] stattfinden soll , stattfinden wird , und zwar in [START] der Besetzung [END] , auf [START] die [END] [START] man [END] [START] sich [END] verständigt hat , dass [START] man [END] [START] das Fass [END] nicht noch einmal aufmacht , aber dort [START] die Kurdenfrage [END] mit auf [START] den Tisch [END] legt .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Meine Damen und Herren , gerade in den letzten Tagen ist zusammen mit unseren internationalen Partnern einiges von uns auf den Weg gebracht worden .","[START] Meine Damen [END] und [START] Herren [END] , gerade in [START] den letzten Tagen [END] ist zusammen mit [START] unseren internationalen Partnern [END] [START] einiges [END] von [START] uns [END] auf [START] den Weg [END] gebracht worden .","['B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 1, 0, 1, 0, 0, 0]",,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir haben zum Beispiel zusammen mit den europäischen Partnern in den vergangenen Tagen zwei Dringlichkeitssitzungen des Sicherheitsrates einberufen .,[START] Wir [END] haben zum [START] Beispiel [END] zusammen mit [START] den europäischen Partnern [END] in [START] den vergangenen Tagen [END] [START] zwei Dringlichkeitssitzungen [END] [START] des Sicherheitsrates [END] einberufen .,"['B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'B', 'I', 'O', 'O']","[1, 0, 1, 0, 0, 1]",,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",
Und auch heute befasst sich der Sicherheitsrat der Vereinten Nationen auf unsere Initiative hin mit der veränderten Lage in Syrien und vor allen Dingen in Nordostsyrien nach Sotschi .,Und auch heute befasst [START] sich [END] [START] der Sicherheitsrat [END] [START] der Vereinten Nationen [END] auf [START] unsere Initiative [END] hin mit [START] der veränderten Lage [END] in [START] Syrien [END] und vor [START] allen Dingen [END] in [START] Nordostsyrien [END] nach [START] Sotschi [END] .,"['O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 1, 1, 1, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Meine Damen und Herren , auch das will ich in aller Deutlichkeit sagen : Das , was der Außenministerrat der Europäischen Union in der vergangenen Woche beschlossen hat , nämlich dass es einen EU-weiten Stopp von Waffenlieferungen an die Türkei gibt , ist eine wichtige und richtige Entscheidung gewesen .","[START] Meine Damen [END] und [START] Herren [END] , [START] auch das [END] will [START] ich [END] in [START] aller Deutlichkeit [END] sagen : [START] Das [END] , [START] was [END] [START] der Außenministerrat [END] [START] der Europäischen Union [END] in [START] der vergangenen Woche [END] beschlossen hat , nämlich dass es [START] einen EU-weiten Stopp [END] von [START] Waffenlieferungen [END] an [START] die Türkei [END] gibt , ist [START] eine wichtige und richtige Entscheidung [END] gewesen .","['B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O']","[1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es ist jedem unbenommen , darüber zu diskutieren , ob das ausreichend ist oder nicht .","[START] Es [END] ist [START] jedem [END] unbenommen , darüber zu diskutieren , ob [START] das [END] ausreichend ist oder nicht .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber ich will Ihnen , auch aus der Kenntnis heraus , dort regelmäßig zu sitzen , einmal sagen : So schnell – und zwar unmittelbar nach der türkischen Offensive in Nordostsyrien – die Europäische Union in einer solchen Frage zu einer geschlossenen Haltung zu bringen , halte ich für einen Erfolg – ob Sie das so sehen oder eben nicht .","Aber [START] ich [END] will [START] Ihnen [END] , auch aus [START] der Kenntnis [END] heraus , dort regelmäßig zu sitzen , einmal sagen : So schnell – und zwar unmittelbar nach [START] der türkischen Offensive [END] in [START] Nordostsyrien [END] – die Europäische Union in [START] einer solchen Frage [END] zu [START] einer geschlossenen Haltung [END] zu bringen , halte [START] ich [END] für [START] einen Erfolg [END] – ob [START] Sie [END] [START] das [END] so sehen oder eben nicht .","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Meine Damen und Herren , der Außenministerrat – das gerät etwas in Vergessenheit – hat sich in dieser Sitzung auch darauf verständigt , weitere Sanktionen in Betracht zu ziehen , wenn es keine dauerhafte Waffenruhe in Nordostsyrien gebe .","[START] Meine Damen [END] und [START] Herren [END] , [START] der Außenministerrat [END] [START] – das [END] gerät [START] etwas [END] in [START] Vergessenheit [END] – hat [START] sich [END] in [START] dieser Sitzung [END] auch darauf verständigt , [START] weitere Sanktionen [END] in [START] Betracht [END] zu ziehen , wenn es [START] keine dauerhafte Waffenruhe [END] in [START] Nordostsyrien [END] gebe .","['B', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Um auch das zu sagen : Weil es besser ist , nicht nur über jemanden zu reden , sondern immer besser ist , mit jemandem zu reden , werde ich am Samstag zu Gesprächen nach Ankara reisen und dort unter anderem mit dem türkischen Außenminister über unsere Erwartungen sprechen .","Um [START] auch das [END] zu sagen : Weil [START] es [END] besser ist , nicht nur über [START] jemanden [END] zu reden , sondern immer besser ist , mit [START] jemandem [END] zu reden , werde [START] ich [END] am [START] Samstag [END] zu [START] Gesprächen [END] nach [START] Ankara [END] reisen und dort unter [START] anderem [END] mit [START] dem türkischen Außenminister [END] über [START] unsere Erwartungen [END] sprechen .","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",
Die kann ich hier noch einmal verdeutlichen : Die Waffenruhe muss eingehalten und die Zivilbevölkerung geschützt werden .,[START] Die [END] kann [START] ich [END] hier noch einmal verdeutlichen : [START] Die Waffenruhe [END] muss eingehalten und [START] die Zivilbevölkerung [END] geschützt werden .,"['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 1, 0, 1]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",
